merkle_root,count_x,nonce,count_y
cda,112,ba396,1
cda,112,b8d8e,1
cda,112,da6d5,1
76d,111,5461b,1
76d,111,53d21,1
76d,111,5358a,1
76d,111,4c4f0,1
76d,111,4c386,1
76d,111,4c2d2,1
76d,111,4a17b,1
76d,111,485cd,1
76d,111,4564c,1
76d,111,42bd4,1
76d,111,3f001,1
76d,111,3df20,1
76d,111,38fb4,1
76d,111,375e2,1
76d,111,2f9a2,1
76d,111,2f812,1
76d,111,2ac38,1
76d,111,2abdb,1
76d,111,430d0,1
76d,111,7f981,1
76d,111,7d121,1
76d,111,7b0f1,1
76d,111,7a0aa,1
76d,111,792b1,1
76d,111,7885b,1
76d,111,76c20,1
76d,111,747b8,1
76d,111,6f605,1
76d,111,5571c,1
76d,111,6b1ff,1
76d,111,6a47e,1
76d,111,6537e,1
76d,111,65206,1
76d,111,62846,1
76d,111,622ae,1
76d,111,60af5,1
76d,111,5ddc6,1
76d,111,59c35,1
76d,111,56f02,1
76d,111,6e383,1
76d,111,2a298,1
76d,111,288a7,1
76d,111,26a38,1
76d,111,26871,1
76d,111,264ea,1
76d,111,25499,1
76d,111,21d3a,1
76d,111,21537,1
76d,111,21325,1
76d,111,143f4,1
76d,111,106e2,1
76d,111,0b1ee,1
76d,111,0971e,1
76d,111,0855d,1
76d,111,075c9,1
76d,111,02c21,1
76d,111,012fa,1
76d,111,13f7e,1
76d,111,8245a,1
76d,111,ff7a6,1
76d,111,fdacd,1
76d,111,f8cf0,1
76d,111,f5398,1
76d,111,f25da,1
76d,111,f1b3c,1
76d,111,ec0ff,1
76d,111,ead65,1
76d,111,ea069,1
76d,111,e7758,1
76d,111,b29c9,1
76d,111,afadd,1
76d,111,a9442,1
76d,111,a8b58,1
76d,111,a81fd,1
76d,111,a7126,1
76d,111,a0c1d,1
76d,111,a0782,1
76d,111,9dd9c,1
76d,111,e24d8,1
76d,111,9335f,1
76d,111,91bb6,1
76d,111,8eb43,1
76d,111,8ce04,1
76d,111,8b015,1
76d,111,8af3a,1
76d,111,8a479,1
76d,111,893a7,1
76d,111,86a94,1
76d,111,84463,1
76d,111,9a070,1
76d,111,e1084,1
76d,111,dc6ba,1
76d,111,dc370,1
76d,111,db23c,1
76d,111,da66c,1
76d,111,d7a94,1
76d,111,d5ee7,1
76d,111,d49bf,1
76d,111,d234d,1
76d,111,b5384,1
76d,111,d054f,1
76d,111,cd14a,1
76d,111,c85e6,1
76d,111,c4a26,1
76d,111,c206f,1
76d,111,c184a,1
76d,111,be54f,1
76d,111,baf4c,1
76d,111,b65d4,1
76d,111,b5d57,1
76d,111,d1578,1
5ef,110,14f1f,1
5ef,110,14c67,1
5ef,110,14968,1
5ef,110,13b0d,1
5ef,110,12421,1
5ef,110,11d75,1
5ef,110,11547,1
5ef,110,0d0f3,1
5ef,110,0c74d,1
5ef,110,01f44,1
5ef,110,026dd,1
5ef,110,3b0fd,1
5ef,110,3b08b,1
5ef,110,39fd2,1
5ef,110,39bb2,1
5ef,110,35bc0,1
5ef,110,3242c,1
5ef,110,2f2e2,1
5ef,110,2bac8,1
5ef,110,2b6ee,1
5ef,110,150d4,1
5ef,110,275b7,1
5ef,110,24675,1
5ef,110,237ea,1
5ef,110,1faf5,1
5ef,110,1e3e3,1
5ef,110,1d740,1
5ef,110,1c03a,1
5ef,110,1b3de,1
5ef,110,1ab12,1
5ef,110,15db2,1
5ef,110,2981c,1
5ef,110,3ce3e,1
5ef,110,cad63,1
5ef,110,ca321,1
5ef,110,c8d7a,1
5ef,110,c8071,1
5ef,110,c5ae7,1
5ef,110,c1c4d,1
5ef,110,c05d6,1
5ef,110,bfad3,1
5ef,110,bf3a7,1
5ef,110,bc5e8,1
5ef,110,bb433,1
5ef,110,b70ef,1
5ef,110,b67cd,1
5ef,110,b16d3,1
5ef,110,b0726,1
5ef,110,ae56e,1
5ef,110,a947f,1
5ef,110,a551f,1
5ef,110,be271,1
5ef,110,f9418,1
5ef,110,ee5b5,1
5ef,110,edd1e,1
5ef,110,edd18,1
5ef,110,cae71,1
5ef,110,e6a13,1
5ef,110,e29eb,1
5ef,110,e263a,1
5ef,110,e1c95,1
5ef,110,e0a69,1
5ef,110,dd334,1
5ef,110,dac2c,1
5ef,110,d71f3,1
5ef,110,d4555,1
5ef,110,d4524,1
5ef,110,ea476,1
5ef,110,70dbf,1
5ef,110,70b6e,1
5ef,110,6d8e4,1
5ef,110,6d752,1
5ef,110,674a9,1
5ef,110,67324,1
5ef,110,63009,1
5ef,110,6200d,1
5ef,110,609da,1
5ef,110,a0642,1
5ef,110,5c1ad,1
5ef,110,5978f,1
5ef,110,58481,1
5ef,110,50b37,1
5ef,110,4a662,1
5ef,110,4906b,1
5ef,110,47e1a,1
5ef,110,4744b,1
5ef,110,4186f,1
5ef,110,40c20,1
5ef,110,5cad6,1
5ef,110,9bb19,1
5ef,110,98cfe,1
5ef,110,97d96,1
5ef,110,91cd0,1
5ef,110,91a37,1
5ef,110,9074a,1
5ef,110,8fbac,1
5ef,110,8e820,1
5ef,110,8e238,1
5ef,110,7182a,1
5ef,110,89c4e,1
5ef,110,877eb,1
5ef,110,8767b,1
5ef,110,7ab69,1
5ef,110,78aee,1
5ef,110,7890b,1
5ef,110,781a5,1
5ef,110,73604,1
5ef,110,73307,1
5ef,110,71a3f,1
5ef,110,8a464,1
2ad,110,57a50,1
2ad,110,57a31,1
2ad,110,562b8,1
2ad,110,54bf6,1
2ad,110,52b4a,1
2ad,110,522ac,1
2ad,110,50ae6,1
2ad,110,5083d,1
2ad,110,4e7e5,1
2ad,110,4c348,1
2ad,110,4b03a,1
2ad,110,4a849,1
2ad,110,4920c,1
2ad,110,4652b,1
2ad,110,461de,1
2ad,110,4539a,1
2ad,110,4500a,1
2ad,110,44f37,1
2ad,110,4e75c,1
2ad,110,8af4a,1
2ad,110,8914d,1
2ad,110,80e52,1
2ad,110,804d5,1
2ad,110,7d2ae,1
2ad,110,7cb29,1
2ad,110,7a998,1
2ad,110,793ca,1
2ad,110,78c7e,1
2ad,110,5b4a3,1
2ad,110,705ef,1
2ad,110,6fec8,1
2ad,110,6b0d4,1
2ad,110,68d4b,1
2ad,110,62b2b,1
2ad,110,60416,1
2ad,110,5e928,1
2ad,110,5d827,1
2ad,110,5ce64,1
2ad,110,5c19f,1
2ad,110,72f42,1
2ad,110,1a948,1
2ad,110,1707a,1
2ad,110,1491c,1
2ad,110,138a8,1
2ad,110,1338a,1
2ad,110,0caaa,1
2ad,110,0765b,1
2ad,110,0417c,1
2ad,110,02360,1
2ad,110,446e7,1
2ad,110,01239,1
2ad,110,4415e,1
2ad,110,43847,1
2ad,110,417a9,1
2ad,110,400c7,1
2ad,110,3ed23,1
2ad,110,3e4bc,1
2ad,110,3c169,1
2ad,110,36716,1
2ad,110,35b1d,1
2ad,110,21180,1
2ad,110,33161,1
2ad,110,2e7cc,1
2ad,110,2e66a,1
2ad,110,2da76,1
2ad,110,2d170,1
2ad,110,2ad5d,1
2ad,110,2ab8a,1
2ad,110,2a286,1
2ad,110,22c91,1
2ad,110,221f7,1
2ad,110,353e0,1
2ad,110,909b7,1
2ad,110,b95cd,1
2ad,110,b8271,1
2ad,110,b78da,1
2ad,110,b25a8,1
2ad,110,b21f8,1
2ad,110,b20bb,1
2ad,110,aea3f,1
2ad,110,ad1fb,1
2ad,110,a7e33,1
2ad,110,a566e,1
2ad,110,a258a,1
2ad,110,a1099,1
2ad,110,9f643,1
2ad,110,9ace0,1
2ad,110,98f09,1
2ad,110,975cf,1
2ad,110,9662b,1
2ad,110,95291,1
2ad,110,94a20,1
2ad,110,a6f2c,1
2ad,110,f4413,1
2ad,110,f3e90,1
2ad,110,f338a,1
2ad,110,ef58b,1
2ad,110,d73a1,1
2ad,110,ba442,1
2ad,110,d369e,1
2ad,110,d2e13,1
2ad,110,cdb4c,1
2ad,110,ca7b3,1
2ad,110,c9b94,1
2ad,110,c9a81,1
2ad,110,c4a05,1
2ad,110,c1f0d,1
2ad,110,bc594,1
2ad,110,bba59,1
2ad,110,d6193,1
